body,task,disturbance,seed,controller,success,workflow_completed,stage_pass_rate,final_relation_error,final_object_error,final_object_speed,deadline_steps,steps_used,recoveries,localized_failure,exception_type,contract_hash,min_joint_limit_margin,final_min_jacobian_singular_value,energy,reflex_steps,predictive_checks,predictive_rejections,predictive_accepts,push_stage_reached,push_stage_sensed_stable,observer_checks,observer_rejections,observer_accepts,push_steps,push_torque_saturation_fraction,push_contact_fraction,push_contact_losses,push_progress,push_mean_tangent_force,push_min_jacobian_singular_value,push_min_joint_limit_margin,capacity_limit_active_steps,capacity_limit_binding_steps,contact_approach_steps,contact_hold_steps,contact_loss_events,contact_completed_stages,contact_timeout_before_first_touch,contact_timeout_after_touch,capacity_approach_binding_steps,capacity_hold_binding_steps,contact_hold_control_steps,contact_normal_force_p25,contact_normal_force_p50,contact_dwell_steps_p50,contact_hold_entries,contact_hold_exits,contact_reference_hold_steps,local_proprioceptive_control_steps,transition_proposals,transition_confirmations,transition_expirations,condition,innovation_threshold,first_failed_stage,false_terminal_accept,joint_boundary_violation,estimate_accepts,estimate_rejects,estimate_reasons
arm5_posture_shifted,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.2769550163740597,0.2769550163740597,0.12502188330884828,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7310383121212736,0.2833807331872406,147.42729195324793,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.05,0.05,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.4352784737700982,0.4352784737700982,0.3918508099156673,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7193631104600011,0.2822582998541074,146.0490375262704,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.05,0.05,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35001,capability_compiled,False,False,0.0,0.22884659024445048,0.22884659024445048,4.483320859604891e-06,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7930597770645558,0.28341984400701686,137.5357124223108,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35002,capability_compiled,False,False,0.0,0.23113098236915794,0.23113098236915794,2.689047024413105e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8444602604896905,0.286676250298653,141.85475044676068,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35003,capability_compiled,False,False,0.0,0.2030916431705768,0.2030916431705768,0.12941693775499305,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.811792060720192,0.28496688815425997,135.38731471658937,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35004,capability_compiled,False,False,0.0,0.20705595768656132,0.20705595768656132,0.14221503921002482,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8381980558202047,0.28281706203151724,137.34134488474896,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35005,capability_compiled,False,False,0.0,0.24675799397874842,0.24675799397874842,0.11684531892582771,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7735908562531355,0.2839994541975036,137.5196919927118,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35006,capability_compiled,False,False,0.0,0.27773415210017627,0.27773415210017627,3.782945142306233e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.889334106147051,0.28748624557892155,142.94343871442797,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.23196701269544773,0.23196701269544773,3.536062135663751e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7660068487992002,0.2836366832430992,135.22809515059325,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.22503994733030264,0.22503994733030264,2.4936840521431476e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7550657481193399,0.28288226428400876,132.45932237785587,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,2,133,"{""high_innovation"": 133}"
arm5_distal_heavy,push_to_zone,severe,35001,capability_compiled,False,False,0.3333333333333333,0.21802691409631614,0.21802691409631614,0.0020123493524511473,720,225,0,True,stage_timeout,2ebd5a46a509772b,0.8092341294812258,0.28983529004139785,54.10627757550934,0,0,0,0,False,False,41,22,19,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,64,61,22,0,0,1,0,0,0,0.39133524568790357,0.7875855314395159,2.0,0,0,0,0,0,0,0,threshold_0.1,0.1,contact,False,False,141,84,"{""high_innovation"": 84}"
arm5_distal_heavy,push_to_zone,severe,35002,capability_compiled,False,False,0.6666666666666666,0.12540685648903518,0.12540685648903518,0.04168055855900748,720,551,0,True,stage_timeout,2ebd5a46a509772b,0.8912449083075549,0.2785682814441671,66.11786473295636,0,0,0,0,True,False,45,12,33,330,0.0,0.9,29,0.09989715194421903,0.508471103668689,0.27868104286745166,0.8671458202589037,0,0,53,68,17,1,0,0,0,0,0,0.42108102643098744,0.7157229452044365,3.0,0,0,0,0,0,0,0,threshold_0.1,0.1,push,False,False,325,226,"{""high_innovation"": 226}"
arm5_distal_heavy,push_to_zone,severe,35003,capability_compiled,False,False,0.3333333333333333,0.2339708017531648,0.2339708017531648,0.004103562877371409,720,229,0,True,stage_timeout,2ebd5a46a509772b,0.8755781074621176,0.29699640452817333,58.898440686133284,0,0,0,0,False,False,45,15,30,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,51,74,21,0,0,1,0,0,0,0.4088308616332583,0.7799308076679297,3.0,0,0,0,0,0,0,0,threshold_0.1,0.1,contact,False,False,157,72,"{""high_innovation"": 72}"
arm5_distal_heavy,push_to_zone,severe,35004,capability_compiled,False,False,0.6666666666666666,0.12663388787425806,0.12663388787425806,0.053350223864429676,720,548,0,True,stage_timeout,2ebd5a46a509772b,0.9210125035340126,0.2806811761711465,64.56046209221965,0,0,0,0,True,False,54,14,40,330,0.0,0.8939393939393939,25,0.0985672184254642,0.5155959413447734,0.280799628390794,0.9216718492841423,0,0,41,76,18,1,0,0,0,0,0,0.4341428691911724,0.8406015701822098,3.0,0,0,0,0,0,0,0,threshold_0.1,0.1,push,False,False,320,228,"{""high_innovation"": 228}"
arm5_distal_heavy,push_to_zone,severe,35005,capability_compiled,False,False,0.3333333333333333,0.23378774263358737,0.23378774263358737,0.0005725356321600898,720,225,0,True,stage_timeout,2ebd5a46a509772b,0.8233564595130125,0.29263858977663426,60.72960325783345,0,0,0,0,False,False,39,10,29,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,57,68,24,0,0,1,0,0,0,0.3557468392337053,0.847095287229913,3.0,0,0,0,0,0,0,0,threshold_0.1,0.1,contact,False,False,137,88,"{""high_innovation"": 88}"
arm5_distal_heavy,push_to_zone,severe,35006,capability_compiled,False,False,0.3333333333333333,0.22334371014088467,0.22334371014088467,0.0034931388339261523,720,227,0,True,stage_timeout,2ebd5a46a509772b,0.9367255714556844,0.3009826291463093,63.38027015912799,0,0,0,0,False,False,47,16,31,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,59,66,20,0,0,1,0,0,0,0.3712659744369152,0.6726449156142115,2.0,0,0,0,0,0,0,0,threshold_0.1,0.1,contact,False,False,136,91,"{""high_innovation"": 91}"
