body,task,disturbance,seed,controller,success,workflow_completed,stage_pass_rate,final_relation_error,final_object_error,final_object_speed,deadline_steps,steps_used,recoveries,localized_failure,exception_type,contract_hash,min_joint_limit_margin,final_min_jacobian_singular_value,energy,reflex_steps,predictive_checks,predictive_rejections,predictive_accepts,push_stage_reached,push_stage_sensed_stable,observer_checks,observer_rejections,observer_accepts,push_steps,push_torque_saturation_fraction,push_contact_fraction,push_contact_losses,push_progress,push_mean_tangent_force,push_min_jacobian_singular_value,push_min_joint_limit_margin,capacity_limit_active_steps,capacity_limit_binding_steps,contact_approach_steps,contact_hold_steps,contact_loss_events,contact_completed_stages,contact_timeout_before_first_touch,contact_timeout_after_touch,capacity_approach_binding_steps,capacity_hold_binding_steps,contact_hold_control_steps,contact_normal_force_p25,contact_normal_force_p50,contact_dwell_steps_p50,contact_hold_entries,contact_hold_exits,contact_reference_hold_steps,local_proprioceptive_control_steps,transition_proposals,transition_confirmations,transition_expirations,condition,innovation_threshold,first_failed_stage,false_terminal_accept,joint_boundary_violation,estimate_accepts,estimate_rejects,estimate_reasons
arm5_distal_heavy,push_to_zone,severe,35007,capability_compiled,False,False,0.6666666666666666,0.13269134747705721,0.13269134747705721,0.02376797622493738,720,542,0,True,stage_timeout,2ebd5a46a509772b,0.7703708513509757,0.2702409167014815,53.99856073353973,0,0,0,0,True,False,47,16,31,330,0.0,0.9515151515151515,15,0.0735304764716952,0.4566605960305993,0.27032508938812994,0.7706841286226318,0,0,43,66,17,1,0,0,0,0,0,0.4430809662612053,0.7406862139703594,2.0,0,0,0,0,0,0,0,threshold_0.1,0.1,push,False,False,308,234,"{""high_innovation"": 234}"
arm5_distal_heavy,push_to_zone,severe,35008,capability_compiled,False,False,0.3333333333333333,0.2322748340875857,0.2322748340875857,0.0023190255027933145,720,227,0,True,stage_timeout,2ebd5a46a509772b,0.7904209604346706,0.29127705127913234,58.8502681126545,0,0,0,0,False,False,40,20,20,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,58,67,23,0,0,1,0,0,0,0.4528597474318775,1.1257455562025898,3.0,0,0,0,0,0,0,0,threshold_0.1,0.1,contact,False,False,135,92,"{""high_innovation"": 92}"
arm5_weak_actuator,push_to_zone,severe,35001,capability_compiled,False,False,0.0,0.2046139690282094,0.2046139690282094,1.566897958243133e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4884405326366186,0.23403496197542045,151.41333779304247,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,4,131,"{""high_innovation"": 131}"
arm5_weak_actuator,push_to_zone,severe,35002,capability_compiled,False,False,0.0,0.19295858349852132,0.19295858349852132,9.107618277144676e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.47192864447885796,0.23494468404852825,139.40426589148785,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,12,123,"{""high_innovation"": 123}"
arm5_weak_actuator,push_to_zone,severe,35003,capability_compiled,False,False,0.0,0.1828614563925447,0.1828614563925447,5.5423841406061426e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.479486097440458,0.2371840480161835,129.4994130473175,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,11,124,"{""high_innovation"": 124}"
arm5_weak_actuator,push_to_zone,severe,35004,capability_compiled,False,False,0.0,0.17138557505105695,0.17138557505105695,3.3123298501420597e-07,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.45751032746848175,0.2375147885655847,120.57027123635415,0,0,0,0,False,False,2,2,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,14,121,"{""high_innovation"": 121}"
arm5_weak_actuator,push_to_zone,severe,35005,capability_compiled,False,False,0.0,0.2109802929873474,0.2109802929873474,4.4514890086205015e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.3982185119883077,0.22488067131047965,143.6636169989402,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,8,127,"{""high_innovation"": 127}"
arm5_weak_actuator,push_to_zone,severe,35006,capability_compiled,False,False,0.0,0.1848662090710689,0.1848662090710689,3.936596447034993e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5377638779541893,0.23887061098112067,150.73228142722303,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,5,130,"{""high_innovation"": 130}"
arm5_weak_actuator,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.21322029364409856,0.21322029364409856,4.068103391855976e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4755386972172304,0.24048803345502903,133.23953432662427,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,11,124,"{""high_innovation"": 124}"
arm5_weak_actuator,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.20408684542282593,0.20408684542282593,3.459764784652623e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.37915104183040604,0.22796017507273497,122.77566780605287,0,0,0,0,False,False,7,5,2,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,17,118,"{""high_innovation"": 118}"
arm5_posture_shifted,push_to_zone,severe,35001,capability_compiled,False,False,0.0,0.23851722339401796,0.23851722339401796,0.14795942801927567,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7529459289206293,0.2834419330077881,149.46807570906756,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35002,capability_compiled,False,False,0.0,0.2022288116153422,0.2022288116153422,0.1462854442818554,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7765897934885522,0.2852964743372248,151.4873186247566,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,2,133,"{""high_innovation"": 133}"
arm5_posture_shifted,push_to_zone,severe,35003,capability_compiled,False,False,0.0,0.261068064339383,0.261068064339383,6.555676283395703e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7707266894901679,0.2847665453766405,146.48662813813897,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35004,capability_compiled,False,False,0.0,0.4820798956115313,0.4820798956115313,0.29274729714004016,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.771010938971997,0.28039380808342745,144.75887719453792,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35005,capability_compiled,False,False,0.0,0.27898437192585784,0.27898437192585784,4.738405008170406e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7315530769967249,0.2831926869901148,149.6976053533876,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35006,capability_compiled,False,False,0.0,0.3329287593413686,0.3329287593413686,0.44338898406054145,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8231887408239764,0.2860111983117798,152.97967093536676,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.2769550163740597,0.2769550163740597,0.12502188330884828,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7310383121212736,0.2833807331872406,147.42729195324793,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_posture_shifted,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.4352784737700982,0.4352784737700982,0.3918508099156673,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7193631104600011,0.2822582998541074,146.0490375262704,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.1,0.1,approach,False,False,1,134,"{""high_innovation"": 134}"
arm5_reference,push_to_zone,severe,35001,capability_compiled,False,False,0.0,0.3077200904300269,0.3077200904300269,3.613500608569946e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7862265340644314,0.2855090391615398,120.59948060824239,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,19,116,"{""high_innovation"": 116}"
arm5_reference,push_to_zone,severe,35002,capability_compiled,False,False,0.0,0.1699999999999999,0.1699999999999999,1.532851764572369e-17,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8602036454381019,0.2923540541972136,134.81130043856658,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,13,122,"{""high_innovation"": 122}"
arm5_reference,push_to_zone,severe,35003,capability_compiled,False,False,0.0,0.2829486462282309,0.2829486462282309,0.09975573072810066,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7925813457852691,0.2838904542553419,124.87721317983738,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,14,121,"{""high_innovation"": 121}"
arm5_reference,push_to_zone,severe,35004,capability_compiled,False,False,0.0,0.1699999999999999,0.1699999999999999,1.809442153111931e-17,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8518352480264377,0.2896109073931683,128.22881559710612,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,12,123,"{""high_innovation"": 123}"
arm5_reference,push_to_zone,severe,35005,capability_compiled,False,False,0.0,0.3137381039204551,0.3137381039204551,0.09191039985109907,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8007788028704188,0.2881423665866897,125.21340522080013,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,14,121,"{""high_innovation"": 121}"
arm5_reference,push_to_zone,severe,35006,capability_compiled,False,False,0.0,0.23998976376044878,0.23998976376044878,0.11104107142887708,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.9186524943660581,0.2945656215538788,139.5113800492759,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,7,128,"{""high_innovation"": 128}"
arm5_reference,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.27811420945842874,0.27811420945842874,0.09991116522174436,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7343861529248512,0.2794621859958828,126.1773348419568,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,14,121,"{""high_innovation"": 121}"
arm5_reference,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.27868557143059813,0.27868557143059813,3.229361523032136e-10,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7918882638744513,0.28725705167707244,126.17398674553621,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,12,123,"{""high_innovation"": 123}"
arm5_distal_heavy,push_to_zone,severe,35001,capability_compiled,False,False,0.3333333333333333,0.22644700327063597,0.22644700327063597,0.0001112885698019389,720,231,0,True,stage_timeout,2ebd5a46a509772b,0.6862627184268906,0.27710419669770764,45.18909832409085,0,0,0,0,False,False,31,16,15,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,77,48,23,0,0,1,0,0,0,0.1934933944695457,0.7808280374318053,2.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,195,36,"{""high_innovation"": 36}"
arm5_distal_heavy,push_to_zone,severe,35002,capability_compiled,False,False,0.6666666666666666,0.13314827514793626,0.13314827514793626,0.010384752634926886,720,529,0,True,stage_timeout,2ebd5a46a509772b,0.8579498289471985,0.2785316877109219,48.36183358128703,0,0,0,0,True,False,46,11,35,330,0.0,0.9515151515151515,13,0.055611219496146724,0.3247817770101638,0.27860059290423167,0.858168252603102,0,0,44,48,10,1,0,0,0,0,0,0.45783798654130303,0.720540458874976,4.0,0,0,0,0,0,0,0,threshold_0.2,0.2,push,False,False,496,33,"{""high_innovation"": 33}"
arm5_distal_heavy,push_to_zone,severe,35003,capability_compiled,False,False,0.3333333333333333,0.21558433828474377,0.21558433828474377,0.009345964710801156,720,235,0,True,stage_timeout,2ebd5a46a509772b,0.8559952107827766,0.294406184242327,45.53996824949245,0,0,0,0,False,False,55,22,33,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,55,70,25,0,0,1,0,0,0,0.4142382541040962,0.7313728175068234,2.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,197,38,"{""high_innovation"": 38}"
arm5_distal_heavy,push_to_zone,severe,35004,capability_compiled,False,False,0.6666666666666666,0.15723122127911032,0.15723122127911032,0.02347430961841313,720,549,0,True,stage_timeout,2ebd5a46a509772b,0.8347390353220465,0.2753960618769909,49.28571808156594,0,0,0,0,True,False,57,16,41,330,0.0,0.9424242424242424,16,0.042665243412843806,0.3106946354312724,0.2755106612146663,0.8353877129453178,0,0,49,69,17,1,0,0,0,0,0,0.43349001287452416,0.7181533340479757,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,push,False,False,509,40,"{""high_innovation"": 40}"
arm5_distal_heavy,push_to_zone,severe,35005,capability_compiled,False,False,0.3333333333333333,0.24393674346055175,0.24393674346055175,9.054253504252531e-05,720,233,0,True,stage_timeout,2ebd5a46a509772b,0.8230348556561529,0.29345085284909633,50.48565820160686,0,0,0,0,False,False,31,13,18,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,61,64,26,0,0,1,0,0,0,0.34124112713025934,1.1293753648804175,2.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,188,45,"{""high_innovation"": 45}"
arm5_distal_heavy,push_to_zone,severe,35006,capability_compiled,False,False,0.3333333333333333,0.21017026809634223,0.21017026809634223,0.0006124048971955897,720,228,0,True,stage_timeout,2ebd5a46a509772b,0.907729638626797,0.29749276116606294,50.006201133214866,0,0,0,0,False,False,48,26,22,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,66,59,18,0,0,1,0,0,0,0.32772170000402545,0.568775844008497,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,189,39,"{""high_innovation"": 39}"
arm5_distal_heavy,push_to_zone,severe,35007,capability_compiled,False,False,0.6666666666666666,0.1654393289559206,0.1654393289559206,0.00964032719159004,720,552,0,True,stage_timeout,2ebd5a46a509772b,0.6821330115705493,0.2637277510680735,46.079629229711365,0,0,0,0,True,False,48,14,34,330,0.0,0.9575757575757575,10,0.03732977985322625,0.2620067891705337,0.2638179432037257,0.6825775132080669,0,0,55,62,18,1,0,0,0,0,0,0.20382971866110214,0.5355920781512962,2.0,0,0,0,0,0,0,0,threshold_0.2,0.2,push,False,False,518,34,"{""high_innovation"": 34}"
arm5_distal_heavy,push_to_zone,severe,35008,capability_compiled,False,False,0.3333333333333333,0.21192116751976828,0.21192116751976828,0.0002762725606716337,720,234,0,True,stage_timeout,2ebd5a46a509772b,0.6509456853288289,0.27397807274435515,45.85218562683221,0,0,0,0,False,False,46,20,26,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,55,70,20,0,0,1,0,0,0,0.2091461067189382,0.5255511824799577,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,201,33,"{""high_innovation"": 33}"
arm5_weak_actuator,push_to_zone,severe,35001,capability_compiled,False,False,0.3333333333333333,0.3231448897837736,0.3231448897837736,2.160177192792758e-07,720,248,0,True,stage_timeout,2ebd5a46a509772b,0.19765192464749104,0.2522583978315429,52.826666860474376,0,0,0,0,False,False,15,2,13,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,67,58,16,0,0,1,0,0,0,0.5349635855047804,1.6238743867025707,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,154,94,"{""high_innovation"": 94}"
arm5_weak_actuator,push_to_zone,severe,35002,capability_compiled,False,False,0.3333333333333333,0.2671766723729685,0.2671766723729685,1.0453435422105897e-05,720,257,0,True,stage_timeout,2ebd5a46a509772b,0.4128480125174723,0.25131934958401425,63.68428075753277,0,0,0,0,False,False,24,9,15,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,59,66,20,0,0,1,0,0,0,0.3799870738787008,1.4462746900515502,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,185,72,"{""high_innovation"": 72}"
arm5_weak_actuator,push_to_zone,severe,35003,capability_compiled,False,False,0.3333333333333333,0.28220686965882724,0.28220686965882724,7.124327198047669e-07,720,245,0,True,stage_timeout,2ebd5a46a509772b,0.4028518139673305,0.26393777313695743,65.20488325723724,0,0,0,0,False,False,10,2,8,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,119,6,3,0,0,1,0,0,0,0.048485737968239226,1.7756646163030112,2.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,165,80,"{""high_innovation"": 80}"
arm5_weak_actuator,push_to_zone,severe,35004,capability_compiled,False,False,0.3333333333333333,0.3892787945118635,0.3892787945118635,0.07727708274474844,720,260,0,True,stage_timeout,2ebd5a46a509772b,0.3900642005025543,0.2510439525392395,62.08714410845006,0,0,0,0,False,False,17,1,16,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,43,82,20,0,0,1,0,0,0,0.6176763579148025,1.4336594679570358,4.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,144,116,"{""high_innovation"": 116}"
arm5_weak_actuator,push_to_zone,severe,35005,capability_compiled,False,False,0.3333333333333333,0.30516873155531277,0.30516873155531277,1.3804441038483447e-06,720,247,0,True,stage_timeout,2ebd5a46a509772b,0.26068281099186974,0.2566561659552297,61.59040969095817,0,0,0,0,False,False,18,3,15,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,65,60,15,0,0,1,0,0,0,0.16031874376544614,1.131031611773122,4.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,156,91,"{""high_innovation"": 91}"
arm5_weak_actuator,push_to_zone,severe,35006,capability_compiled,False,False,0.3333333333333333,0.21722787418064654,0.21722787418064654,7.615844562764433e-08,720,245,0,True,stage_timeout,2ebd5a46a509772b,0.3753940813257217,0.23276403294802026,70.35470851312283,0,0,0,0,False,False,27,11,16,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,90,35,12,0,0,1,0,0,0,0.2998756223943604,0.7219357127441584,3.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,177,68,"{""high_innovation"": 68}"
arm5_weak_actuator,push_to_zone,severe,35007,capability_compiled,False,False,0.3333333333333333,0.44309816270211616,0.44309816270211616,0.04523605665257512,720,255,0,True,stage_timeout,2ebd5a46a509772b,0.2135322068595671,0.23089709053204782,66.22097132643962,0,0,0,0,False,False,16,3,13,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,54,71,18,0,0,1,0,0,0,0.5437594538001296,1.9980362256361388,4.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,142,113,"{""high_innovation"": 113}"
arm5_weak_actuator,push_to_zone,severe,35008,capability_compiled,False,False,0.3333333333333333,0.3378612304280752,0.3378612304280752,6.524481331560909e-05,720,237,0,True,stage_timeout,2ebd5a46a509772b,0.2502246697121384,0.26878849381843983,62.593417927089575,0,0,0,0,False,False,16,4,12,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,57,68,19,0,0,1,0,0,0,0.6390912983294065,1.6793897727289722,4.0,0,0,0,0,0,0,0,threshold_0.2,0.2,contact,False,False,141,96,"{""high_innovation"": 96}"
arm5_posture_shifted,push_to_zone,severe,35001,capability_compiled,False,False,0.0,0.2406723708047349,0.2406723708047349,0.18743056949123993,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7180170621469983,0.2816382590886604,136.6915240229893,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,17,118,"{""high_innovation"": 118}"
arm5_posture_shifted,push_to_zone,severe,35002,capability_compiled,False,False,0.0,0.2253503570606733,0.2253503570606733,2.9974112211429956e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7742382567241255,0.2883348350942516,144.5932918323226,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,10,125,"{""high_innovation"": 125}"
arm5_posture_shifted,push_to_zone,severe,35003,capability_compiled,False,False,0.0,0.2174422654382098,0.2174422654382098,0.11364789869112464,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7875007860294625,0.28915120008546596,139.4036799574207,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,8,127,"{""high_innovation"": 127}"
arm5_posture_shifted,push_to_zone,severe,35004,capability_compiled,False,False,0.0,0.21857179569613377,0.21857179569613377,2.448681737412293e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7565934718065908,0.28250349831661703,135.67280699300036,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,11,124,"{""high_innovation"": 124}"
arm5_posture_shifted,push_to_zone,severe,35005,capability_compiled,False,False,0.0,0.2234701049366342,0.2234701049366342,1.449418621253734e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7410712760003024,0.28531438964902606,144.59152127949034,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,12,123,"{""high_innovation"": 123}"
arm5_posture_shifted,push_to_zone,severe,35006,capability_compiled,False,False,0.0,0.22870428245640895,0.22870428245640895,1.3498470494822358e-07,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.8098419596381006,0.29026710647071835,149.47801794664073,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,10,125,"{""high_innovation"": 125}"
arm5_posture_shifted,push_to_zone,severe,35007,capability_compiled,False,False,0.0,0.3148779541596135,0.3148779541596135,0.1308903588018023,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.7606608119194416,0.2868933170133719,136.4495810097582,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,9,126,"{""high_innovation"": 126}"
arm5_posture_shifted,push_to_zone,severe,35008,capability_compiled,False,False,0.0,0.23944634484546276,0.23944634484546276,1.4270519574039103e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.6995696360748385,0.27956763868242873,135.69426912933184,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,threshold_0.2,0.2,approach,False,False,17,118,"{""high_innovation"": 118}"
