body,task,disturbance,seed,controller,success,workflow_completed,stage_pass_rate,final_relation_error,final_object_error,final_object_speed,deadline_steps,steps_used,recoveries,localized_failure,exception_type,contract_hash,min_joint_limit_margin,final_min_jacobian_singular_value,energy,reflex_steps,predictive_checks,predictive_rejections,predictive_accepts,push_stage_reached,push_stage_sensed_stable,observer_checks,observer_rejections,observer_accepts,push_steps,push_torque_saturation_fraction,push_contact_fraction,push_contact_losses,push_progress,push_mean_tangent_force,push_min_jacobian_singular_value,push_min_joint_limit_margin,condition,first_failed_stage,safe
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27017,capability_compiled,False,False,0.6666666666666666,0.14085744868174918,0.14085744868174918,0.03908983636555969,720,519,0,True,stage_timeout,2ebd5a46a509772b,0.41391839794049323,0.21372269545578837,19.32911400246818,0,0,0,0,True,False,29,5,24,330,0.0,0.8818181818181818,28,0.17085891206287127,0.6165129578807502,0.2138312740436967,0.4141612591833743,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27018,capability_compiled,False,False,0.6666666666666666,0.07653445099091916,0.07653445099091916,0.03662087055815492,720,506,0,True,stage_timeout,2ebd5a46a509772b,0.4443344367444584,0.207758515103924,18.563745171197496,0,0,0,0,True,False,35,8,27,330,0.0,0.9484848484848485,10,0.16313161970273055,0.5913108444154476,0.20779988901673715,0.4155460920620109,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27019,capability_compiled,False,False,0.6666666666666666,0.02470734506155721,0.02470734506155721,0.12845039949836842,720,485,0,True,stage_timeout,2ebd5a46a509772b,0.45433099890425543,0.19920726559036592,19.040896590839115,0,0,0,0,True,True,31,6,25,330,0.0,0.9090909090909091,20,0.1864624279913928,0.6536756743819693,0.19928686652907082,0.40436489183432744,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27020,capability_compiled,False,False,0.6666666666666666,0.024454176208735436,0.024454176208735436,0.09872053486494742,720,494,0,True,stage_timeout,2ebd5a46a509772b,0.47812144298202286,0.19899347710412552,19.41493279113345,0,0,0,0,True,True,38,7,31,330,0.0,0.9212121212121213,22,0.18386132158293503,0.6321511263753165,0.19898442485682447,0.412585745508967,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27021,capability_compiled,False,False,0.6666666666666666,0.018420852781786377,0.018420852781786377,0.05935150110762819,720,490,0,True,stage_timeout,2ebd5a46a509772b,0.43216124476076523,0.19566232117735813,19.47529338415775,0,0,0,0,True,True,38,6,32,330,0.0,0.896969696969697,18,0.1879845796864864,0.6333828172153589,0.19566710250087993,0.38259843809925353,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27022,capability_compiled,True,True,1.0,0.014027967189971553,0.014027967189971553,0.0015236374056499524,720,720,0,False,,2ebd5a46a509772b,0.6090601576748673,0.21557736680657855,20.159501877065175,0,0,0,0,True,True,35,7,28,325,0.0,0.8923076923076924,26,0.20224143260920113,0.6727295872084932,0.2057847959834715,0.45086494128121046,delay_0_noise_0,,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27023,capability_compiled,False,False,0.6666666666666666,0.0333954268540607,0.0333954268540607,0.06624271496459821,720,476,0,True,stage_timeout,2ebd5a46a509772b,0.4312650712881041,0.1990485394498455,18.315192007533778,0,0,0,0,True,True,28,4,24,330,0.0,0.9181818181818182,17,0.1780401584730526,0.5847934301210802,0.19934778984825136,0.39794798987324365,delay_0_noise_0,push,True
arm5_posture_shifted,push_to_zone,delay_0_noise_0,27024,capability_compiled,False,False,0.6666666666666666,0.09487324628248968,0.09487324628248968,0.04289842566214022,720,502,0,True,stage_timeout,2ebd5a46a509772b,0.28828376314929427,0.18662779471356264,17.593669796011707,0,0,0,0,True,False,38,8,30,330,0.0,0.9636363636363636,9,0.12493433887493478,0.531025535718071,0.18668921028688998,0.25735479224448277,delay_0_noise_0,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27001,capability_compiled,True,True,1.0,0.008273133949389883,0.008273133949389883,0.001093384796951542,720,720,0,False,,2ebd5a46a509772b,0.6486398333083696,0.21986805026274855,21.812702638392214,0,0,0,0,True,True,45,9,36,319,0.0,0.8714733542319749,28,0.21216350498735495,0.7027126239756801,0.21326203374607985,0.5644432466566061,delay_0_noise_0.0035,,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27002,capability_compiled,True,True,1.0,0.012763531530711027,0.012763531530711027,0.0014709715955344626,720,720,0,False,,2ebd5a46a509772b,0.5720610211064896,0.2098955178574041,19.98243376809313,0,0,0,0,True,True,29,6,23,323,0.0,0.8978328173374613,25,0.1875246953719528,0.6756109939833098,0.19955344104238168,0.4353450157758809,delay_0_noise_0.0035,,True
