body,task,disturbance,seed,controller,success,workflow_completed,stage_pass_rate,final_relation_error,final_object_error,final_object_speed,deadline_steps,steps_used,recoveries,localized_failure,exception_type,contract_hash,min_joint_limit_margin,final_min_jacobian_singular_value,energy,reflex_steps,predictive_checks,predictive_rejections,predictive_accepts,push_stage_reached,push_stage_sensed_stable,observer_checks,observer_rejections,observer_accepts,push_steps,push_torque_saturation_fraction,push_contact_fraction,push_contact_losses,push_progress,push_mean_tangent_force,push_min_jacobian_singular_value,push_min_joint_limit_margin
arm5_weak_actuator,push_to_zone,nominal,23015,v2_full,True,True,1.0,0.012448192237641464,0.012448192237641464,0.00037042438424649454,720,720,0,False,,2ebd5a46a509772b,0.5056565048695334,0.19838912292178443,18.754229913705608,0,0,0,0,True,True,19,1,18,189,0.0,0.873015873015873,18,0.17218865223707708,0.8590432877563781,0.19767066134570382,0.255476418986913
arm5_weak_actuator,push_to_zone,nominal,23016,v2_full,True,True,1.0,0.009648150723434189,0.009648150723434189,0.0003858204985510074,720,720,0,False,,2ebd5a46a509772b,0.4589777427821966,0.1929594862706465,21.237248871327118,0,0,0,0,True,True,39,5,34,170,0.0,0.7352941176470589,26,0.1728764779942443,0.941184308243511,0.192188052164549,0.18223127697612806
arm5_weak_actuator,push_to_zone,nominal,23017,v2_full,True,True,1.0,0.013869598591656802,0.013869598591656802,0.000464071697727535,720,720,0,False,,2ebd5a46a509772b,0.5139552083637473,0.19649500777975162,18.579811363526165,0,0,0,0,True,True,30,4,26,201,0.0,0.8159203980099502,24,0.17240354613635156,0.8279141993375948,0.19588082348276975,0.2533284862602465
arm5_weak_actuator,push_to_zone,nominal,23018,v2_full,True,True,1.0,0.00686828747811733,0.00686828747811733,0.00037405293368202296,720,720,0,False,,2ebd5a46a509772b,0.4753799654871895,0.19789521094982077,19.626970602954593,0,0,0,0,True,True,32,5,27,174,0.0,0.7586206896551724,26,0.17709650572179605,0.9653897485506754,0.19790376784501057,0.2500077181839955
arm5_weak_actuator,push_to_zone,nominal,23019,v2_full,True,True,1.0,0.00821223577086724,0.00821223577086724,0.0003577238923027987,720,720,0,False,,2ebd5a46a509772b,0.4409848469929041,0.19189695646799082,20.22561536542835,0,0,0,0,True,True,15,0,15,178,0.0,0.8033707865168539,21,0.16724291451493478,1.0033749698274963,0.19097399297194792,0.16869345451328988
arm5_weak_actuator,push_to_zone,nominal,23020,v2_full,True,True,1.0,0.012699382321938159,0.012699382321938159,0.0003736105192331911,720,720,0,False,,2ebd5a46a509772b,0.4550477418898473,0.19330566469191596,19.544650223674637,0,0,0,0,True,True,31,4,27,181,0.0,0.8011049723756906,24,0.17356041149449786,0.9188691762805211,0.1924388236997975,0.20316365363665367
arm5_weak_actuator,push_to_zone,nominal,23021,v2_full,True,True,1.0,0.008222262472014021,0.008222262472014021,0.0004247457119049574,720,720,0,False,,2ebd5a46a509772b,0.4932843349958804,0.1949467806238532,18.898783703410235,0,0,0,0,True,True,25,2,23,194,0.0,0.8247422680412371,22,0.17141596155733546,0.9187977146823266,0.19479033846482013,0.25610755292557785
arm5_weak_actuator,push_to_zone,nominal,23022,v2_full,True,True,1.0,0.006759655957568673,0.006759655957568673,0.0004951516898376389,720,720,0,False,,2ebd5a46a509772b,0.49016769156561724,0.19347583562040815,18.85554841697974,0,0,0,0,True,True,39,6,33,189,0.0,0.7619047619047619,25,0.18911151453657574,0.9407752371732138,0.19290530940875092,0.2729551946291222
arm5_weak_actuator,push_to_zone,nominal,23023,v2_full,True,True,1.0,0.008123120702877077,0.008123120702877077,0.00029982586457067935,720,720,0,False,,2ebd5a46a509772b,0.5475465927394239,0.2006158250113775,20.579796423709325,0,0,0,0,True,True,20,1,19,167,0.0,0.7425149700598802,23,0.17383735022158534,0.8286662957345791,0.2005913240130525,0.27627607105437146
arm5_weak_actuator,push_to_zone,nominal,23024,v2_full,True,True,1.0,0.008313079088149836,0.008313079088149836,0.00047089417859598356,720,720,0,False,,2ebd5a46a509772b,0.47271817521595727,0.1934543760257721,18.773100358185374,0,0,0,0,True,True,34,5,29,188,0.0,0.824468085106383,20,0.17147749471512266,0.8325817318051609,0.19289744715600582,0.2264091888792179
arm5_weak_actuator,push_to_zone,low_friction,23001,v2_full,True,True,1.0,0.013830686562738833,0.013830686562738833,0.0012014964405829421,720,720,0,False,,2ebd5a46a509772b,0.5005480427832016,0.19721043097562488,20.82292690457359,0,0,0,0,True,True,42,13,29,257,0.0,0.8871595330739299,23,0.18044566504572473,0.7279972749042815,0.1870594593601398,0.2164402031767101
arm5_weak_actuator,push_to_zone,low_friction,23002,v2_full,True,True,1.0,0.01743241291191845,0.01743241291191845,0.00068717842905243,720,720,0,False,,2ebd5a46a509772b,0.4632853164918447,0.19414975928333428,21.332281535353037,0,0,0,0,True,True,33,7,26,229,0.0,0.8122270742358079,25,0.17440099319879943,0.8025375854098595,0.18234839786783424,0.14290122163321684
arm5_weak_actuator,push_to_zone,low_friction,23003,v2_full,True,True,1.0,0.005659855201104176,0.005659855201104176,0.0004665187539238859,720,720,0,False,,2ebd5a46a509772b,0.45099857483491457,0.1946719065907545,23.484466508007163,0,0,0,0,True,True,33,6,27,220,0.0,0.8681818181818182,21,0.1674092767223468,0.7451342469146239,0.18259466585070175,0.10507465508981229
arm5_weak_actuator,push_to_zone,low_friction,23004,v2_full,True,True,1.0,0.01207784937170751,0.01207784937170751,0.00038728978218589377,720,720,0,False,,2ebd5a46a509772b,0.5249730678232067,0.20223349373864477,22.188476911792105,0,0,0,0,True,True,24,5,19,205,0.0,0.8390243902439024,15,0.17095573126450903,0.6185175865999314,0.18950740472629668,0.17124742580672958
arm5_weak_actuator,push_to_zone,low_friction,23005,v2_full,True,True,1.0,0.021108856014567263,0.021108856014567263,0.0007000009582213428,720,720,0,False,,2ebd5a46a509772b,0.5210488713904309,0.19975203865309255,21.975391662605126,0,0,0,0,True,True,34,8,26,255,0.0,0.8509803921568627,27,0.17733746534863107,0.8133101091735391,0.18977132370307231,0.2190386226480303
arm5_weak_actuator,push_to_zone,low_friction,23006,v2_full,True,True,1.0,0.010476259023075501,0.010476259023075501,0.0006713997654246368,720,720,0,False,,2ebd5a46a509772b,0.49292780316334284,0.19879296874616434,21.98200137802729,0,0,0,0,True,True,36,10,26,229,0.0,0.8384279475982532,22,0.17516318195547162,0.7611610562485329,0.18837147800408013,0.19373308089619812
arm5_weak_actuator,push_to_zone,low_friction,23007,v2_full,True,True,1.0,0.010880395611648672,0.010880395611648672,0.0003307714739770114,720,720,0,False,,2ebd5a46a509772b,0.5731315983306162,0.20565593937488008,23.35745958188311,0,0,0,0,True,True,28,5,23,192,0.0,0.828125,21,0.17069177619417172,0.8007288657756583,0.1943993248486605,0.24030660129289805
arm5_weak_actuator,push_to_zone,low_friction,23008,v2_full,True,True,1.0,0.02081857369772837,0.02081857369772837,0.00011694518895403979,720,720,0,False,,2ebd5a46a509772b,0.5265554457688721,0.20344361831461927,22.27674575581912,0,0,0,0,True,True,36,5,31,206,0.0,0.8398058252427184,21,0.1619378019066663,0.7438001524080958,0.1939773788440178,0.25383841390225204
arm5_weak_actuator,push_to_zone,low_friction,23009,v2_full,True,True,1.0,0.01130104888791841,0.01130104888791841,0.00042085509944554206,720,720,0,False,,2ebd5a46a509772b,0.503467220180319,0.20175116592281694,21.80243778091422,0,0,0,0,True,True,33,6,27,204,0.0,0.8578431372549019,20,0.1687601038347246,0.8561621938844362,0.19259818479887844,0.22769062666564466
arm5_weak_actuator,push_to_zone,low_friction,23010,v2_full,True,True,1.0,0.007719840246090962,0.007719840246090962,0.0004007462651848402,720,720,0,False,,2ebd5a46a509772b,0.5781075060004142,0.20615115803462367,22.1466906370118,0,0,0,0,True,True,43,8,35,226,0.0,0.8185840707964602,27,0.18322690079320575,0.8223186377981904,0.1970977313912065,0.30807513219792115
arm5_weak_actuator,push_to_zone,low_friction,23011,v2_full,True,True,1.0,0.005901946233179869,0.005901946233179869,0.0008620986551738213,720,720,0,False,,2ebd5a46a509772b,0.6026330779323743,0.21350182131154274,24.27460890471657,0,0,0,0,True,True,29,7,22,194,0.0,0.8144329896907216,23,0.17390008585194316,0.7839784526947812,0.2061371518480107,0.34613469158408217
arm5_weak_actuator,push_to_zone,low_friction,23012,v2_full,True,True,1.0,0.016856447897337555,0.016856447897337555,0.0010411652331217516,720,720,0,False,,2ebd5a46a509772b,0.550110112496367,0.20301217423228277,20.775239544301375,0,0,0,0,True,True,40,9,31,246,0.0,0.8536585365853658,24,0.18123674510041138,0.710752193714521,0.19416237582023932,0.2953908921149533
arm5_weak_actuator,push_to_zone,low_friction,23013,v2_full,True,True,1.0,0.01642630379166617,0.01642630379166617,0.0012107204365710122,720,720,0,False,,2ebd5a46a509772b,0.4877266091393775,0.19602032475755093,22.145040082267563,0,0,0,0,True,True,42,9,33,252,0.0,0.8849206349206349,21,0.17096946656703496,0.7449505271815108,0.18579976507894844,0.20119619552031542
arm5_weak_actuator,push_to_zone,low_friction,23014,v2_full,True,True,1.0,0.013430113444435433,0.013430113444435433,0.0007374316954436583,720,720,0,False,,2ebd5a46a509772b,0.5028692475728098,0.19860221947625317,22.939206744220574,0,0,0,0,True,True,35,11,24,254,0.0,0.8779527559055118,22,0.17920169617408874,0.7735944307619048,0.18875593424326984,0.20717866847379618
arm5_weak_actuator,push_to_zone,low_friction,23015,v2_full,True,True,1.0,0.005773249408454014,0.005773249408454014,0.0007753019806966309,720,720,0,False,,2ebd5a46a509772b,0.5709584068500781,0.20963696231900344,22.24000208646285,0,0,0,0,True,True,25,4,21,201,0.0,0.8258706467661692,20,0.17246053385111296,0.782566358843083,0.20107267511161,0.2867039183957276
arm5_weak_actuator,push_to_zone,low_friction,23016,v2_full,True,True,1.0,0.007328345994137622,0.007328345994137622,0.00040582546880776904,720,720,0,False,,2ebd5a46a509772b,0.5339054405860422,0.20440128511499028,23.84887297821899,0,0,0,0,True,True,28,6,22,212,0.0,0.839622641509434,20,0.18116338338532392,0.8628276057602677,0.1943785598331988,0.21653451280426594
arm5_weak_actuator,push_to_zone,low_friction,23017,v2_full,True,True,1.0,0.013232017155420423,0.013232017155420423,0.0013309231308982982,720,720,0,False,,2ebd5a46a509772b,0.5757594476147831,0.20691155172913006,21.206461924906456,0,0,0,0,True,True,31,8,23,214,0.0,0.8598130841121495,20,0.17392982647609775,0.7481449615101962,0.1966185697618792,0.27417565530224586
arm5_weak_actuator,push_to_zone,low_friction,23018,v2_full,True,True,1.0,0.009038123135337882,0.009038123135337882,0.0006296396709982952,720,720,0,False,,2ebd5a46a509772b,0.5072025670534237,0.20348141140598644,22.35316098424584,0,0,0,0,True,True,37,9,28,216,0.0,0.7962962962962963,25,0.18369988013820426,0.7866014890274455,0.1959667186127451,0.2840345570667817
arm5_weak_actuator,push_to_zone,low_friction,23019,v2_full,True,True,1.0,0.010399816782106133,0.010399816782106133,0.00047910023969044923,720,720,0,False,,2ebd5a46a509772b,0.5116396729304751,0.20275766410276655,22.695524833050182,0,0,0,0,True,True,27,5,22,211,0.0,0.8672985781990521,19,0.17018113762587958,0.7582248201589407,0.19245467075543962,0.21488552895025004
arm5_weak_actuator,push_to_zone,low_friction,23020,v2_full,True,True,1.0,0.01673332044048571,0.01673332044048571,0.0004535343958323293,720,720,0,False,,2ebd5a46a509772b,0.5053570162479599,0.20159665814329453,22.257705994002002,0,0,0,0,True,True,37,7,30,208,0.0,0.8461538461538461,24,0.16768082583651925,0.8555587964542043,0.19264820393901305,0.23227856123232504
arm5_weak_actuator,push_to_zone,low_friction,23021,v2_full,True,True,1.0,0.015236984314384725,0.015236984314384725,0.0009232030836052029,720,720,0,False,,2ebd5a46a509772b,0.5486115660274478,0.2052926599657869,21.730189982079022,0,0,0,0,True,True,40,9,31,227,0.0,0.8370044052863436,23,0.17791621300941748,0.7372573914323032,0.1973837000301188,0.30334145374047816
arm5_weak_actuator,push_to_zone,low_friction,23022,v2_full,True,True,1.0,0.011697969547258444,0.011697969547258444,0.00123343605068848,720,720,0,False,,2ebd5a46a509772b,0.5134339978713109,0.1974893300641798,21.175765642162993,0,0,0,0,True,True,34,11,23,252,0.0,0.8849206349206349,22,0.1799037780015577,0.7950569829506035,0.18804290452840877,0.2618411408443069
arm5_weak_actuator,push_to_zone,low_friction,23023,v2_full,True,True,1.0,0.022354698508634172,0.022354698508634172,0.0003621985389038953,720,720,0,False,,2ebd5a46a509772b,0.6212164293616445,0.2133039530576192,23.56179563774448,0,0,0,0,True,True,28,6,22,190,0.0,0.8,24,0.16554485446775336,0.8560671265250683,0.2036073855735722,0.3092480865769116
arm5_weak_actuator,push_to_zone,low_friction,23024,v2_full,True,True,1.0,0.006012404297023449,0.006012404297023449,0.00044073084675957523,720,720,0,False,,2ebd5a46a509772b,0.5448615175962259,0.205269109793203,22.23833129642584,0,0,0,0,True,True,37,9,28,197,0.0,0.8324873096446701,19,0.18058601360288265,0.7580589434910795,0.19579336165076117,0.26696674003958965
arm5_weak_actuator,push_to_zone,latency_load,23001,v2_full,True,True,1.0,0.010572444468594648,0.010572444468594648,0.002169198590447945,720,720,0,False,,2ebd5a46a509772b,0.51404759191731,0.1994465124700579,31.942866648886906,0,0,0,0,True,True,42,9,33,274,0.0,0.8868613138686131,21,0.17813525538888714,0.6094974879786479,0.18699667115237822,0.23433953782337769
arm5_weak_actuator,push_to_zone,latency_load,23002,v2_full,True,True,1.0,0.00915793326975939,0.00915793326975939,0.0014647570380044365,720,720,0,False,,2ebd5a46a509772b,0.46678054520200307,0.19429122071672827,31.766026155856856,0,0,0,0,True,True,44,12,32,288,0.0,0.8854166666666666,23,0.17777082447600304,0.6375310471536899,0.18180644406595983,0.17678023841924695
arm5_weak_actuator,push_to_zone,latency_load,23003,v2_full,True,True,1.0,0.012952990831626623,0.012952990831626623,0.0007864043084625339,720,720,0,False,,2ebd5a46a509772b,0.4741684070110921,0.19782847389509534,34.04080360109745,0,0,0,0,True,True,39,8,31,241,0.0,0.8962655601659751,19,0.16790241636644693,0.7370195342060674,0.18477561629256348,0.1593920303873162
arm5_weak_actuator,push_to_zone,latency_load,23004,v2_full,True,True,1.0,0.012648073046315773,0.012648073046315773,0.0006200189059642685,720,720,0,False,,2ebd5a46a509772b,0.5477286571638724,0.2058196296443862,33.50549460785861,0,0,0,0,True,True,33,11,22,245,0.0,0.8734693877551021,17,0.17435514225934018,0.6628282585973422,0.19281184307470553,0.21247364720995687
arm5_weak_actuator,push_to_zone,latency_load,23005,v2_full,True,True,1.0,0.008825326280169727,0.008825326280169727,0.0015267598005518517,720,720,0,False,,2ebd5a46a509772b,0.5357238019572845,0.2024090628953852,33.58790613841316,0,0,0,0,True,True,43,13,30,272,0.0,0.8382352941176471,26,0.19092213153600207,0.708745785071659,0.19130965464089886,0.261368381619997
arm5_weak_actuator,push_to_zone,latency_load,23006,v2_full,True,True,1.0,0.012705110977564835,0.012705110977564835,0.0014797998024967019,720,720,0,False,,2ebd5a46a509772b,0.49023985070273435,0.19811363923703446,32.99827694791179,0,0,0,0,True,True,57,11,46,272,0.0,0.9044117647058824,18,0.18067879281987367,0.6636120143899185,0.1869854469622125,0.2132052567308893
arm5_weak_actuator,push_to_zone,latency_load,23007,v2_full,True,True,1.0,0.015544205596669046,0.015544205596669046,0.0006245798273805379,720,720,0,False,,2ebd5a46a509772b,0.5733058932179746,0.2061643453795667,34.66636539893771,0,0,0,0,True,True,49,10,39,253,0.0,0.8853754940711462,21,0.1713207599094302,0.8042979346383402,0.1945328396389195,0.2662557981142717
arm5_weak_actuator,push_to_zone,latency_load,23008,v2_full,True,True,1.0,0.0107565130337335,0.0107565130337335,0.00014455432203732232,720,720,0,False,,2ebd5a46a509772b,0.5488164276833691,0.20756307711708843,35.739342052016084,0,0,0,0,True,True,32,11,21,233,0.0,0.8540772532188842,19,0.17424730907737743,0.7904092672448493,0.19749728243318945,0.27424793972057326
arm5_weak_actuator,push_to_zone,latency_load,23009,v2_full,True,True,1.0,0.013987599675262117,0.013987599675262117,0.0008721492733071349,720,720,0,False,,2ebd5a46a509772b,0.5051524171408963,0.20225689253670517,32.47270082416487,0,0,0,0,True,True,44,10,34,241,0.0,0.8879668049792531,18,0.17292814807687085,0.7162285524072809,0.19169255012255146,0.24393623275499987
arm5_weak_actuator,push_to_zone,latency_load,23010,v2_full,True,True,1.0,0.02113863902498677,0.02113863902498677,0.001482376348594355,720,720,0,False,,2ebd5a46a509772b,0.5569182271670692,0.20327013137947783,32.46531631918364,0,0,0,0,True,True,51,13,38,287,0.0,0.8606271777003485,28,0.17577312472257856,0.7323426110164057,0.19325327377151852,0.3164517000691296
arm5_weak_actuator,push_to_zone,latency_load,23011,v2_full,True,True,1.0,0.012967230301250904,0.012967230301250904,0.0013490353330892712,720,720,0,False,,2ebd5a46a509772b,0.6091158975865683,0.2150824531639303,37.0625337612867,0,0,0,0,True,True,40,11,29,225,0.0,0.8311111111111111,24,0.18192838968533517,0.8041360119999367,0.2072025223433289,0.36039301716976757
arm5_weak_actuator,push_to_zone,latency_load,23012,v2_full,True,True,1.0,0.0036217570092004782,0.0036217570092004782,0.0017179303562321014,720,720,0,False,,2ebd5a46a509772b,0.5592459726772447,0.20510027774429315,33.82427108529835,0,0,0,0,True,True,41,9,32,260,0.0,0.85,22,0.1878224332661274,0.7141462128658771,0.19473870981784183,0.3029349733285711
arm5_weak_actuator,push_to_zone,latency_load,23013,v2_full,True,True,1.0,0.018940091644934896,0.018940091644934896,0.0020982062457883008,720,720,0,False,,2ebd5a46a509772b,0.4964068909741308,0.19757183161737873,33.34298009264057,0,0,0,0,True,True,50,10,40,287,0.0,0.8641114982578397,23,0.178336223996603,0.7260734510222432,0.18688943633293872,0.2230511864479774
arm5_weak_actuator,push_to_zone,latency_load,23014,v2_full,True,True,1.0,0.010862859588587449,0.010862859588587449,0.0017505737335899274,720,720,0,False,,2ebd5a46a509772b,0.5199630092237983,0.20126953026631453,34.556405601614905,0,0,0,0,True,True,39,12,27,268,0.0,0.8992537313432836,18,0.17739408116354685,0.6761516924051479,0.1897937017207675,0.22784628433126874
arm5_weak_actuator,push_to_zone,latency_load,23015,v2_full,True,True,1.0,0.0096950472021297,0.0096950472021297,0.0021079132372844697,720,720,0,False,,2ebd5a46a509772b,0.5819506469893243,0.21188726353198625,32.941157469100304,0,0,0,0,True,True,31,7,24,223,0.0,0.8340807174887892,27,0.17663658176198072,0.6960092466895214,0.20141443260550462,0.2976667118980827
arm5_weak_actuator,push_to_zone,latency_load,23016,v2_full,True,True,1.0,0.013844582013542085,0.013844582013542085,0.0009650121816071108,720,720,0,False,,2ebd5a46a509772b,0.5407992992852617,0.20564891648860478,35.26996496889308,0,0,0,0,True,True,40,8,32,277,0.0,0.8447653429602888,25,0.18292876136300218,0.7987590218262829,0.19593401664022886,0.25771620324170197
arm5_weak_actuator,push_to_zone,latency_load,23017,v2_full,True,True,1.0,0.01585144082987513,0.01585144082987513,0.0019766677285798567,720,720,0,False,,2ebd5a46a509772b,0.5896777540193434,0.2098096806472013,33.06828943133654,0,0,0,0,True,True,35,9,26,260,0.0,0.8653846153846154,23,0.18272122425750134,0.7239385502748512,0.19896832297935033,0.3050272503955851
arm5_weak_actuator,push_to_zone,latency_load,23018,v2_full,True,True,1.0,0.018250287904601748,0.018250287904601748,0.001282911836490919,720,720,0,False,,2ebd5a46a509772b,0.4883244513477578,0.2004238775712934,33.1823162925969,0,0,0,0,True,True,49,13,36,271,0.0,0.8634686346863468,22,0.18954176228084404,0.6569895588346352,0.1923555323456742,0.30513882122129
arm5_weak_actuator,push_to_zone,latency_load,23019,v2_full,True,True,1.0,0.005116822273664441,0.005116822273664441,0.0006552337070433186,720,720,0,False,,2ebd5a46a509772b,0.5378650947560946,0.20719167088044607,35.79724811219189,0,0,0,0,True,True,29,8,21,246,0.0,0.8292682926829268,20,0.18160730448027002,0.7006618111095014,0.19629826932885186,0.2424091574382996
arm5_weak_actuator,push_to_zone,latency_load,23020,v2_full,True,True,1.0,0.011717504315486495,0.011717504315486495,0.000744797096116375,720,720,0,False,,2ebd5a46a509772b,0.5181395531680306,0.20401661557873085,33.56617983089765,0,0,0,0,True,True,38,12,26,249,0.0,0.8514056224899599,22,0.17873466486443257,0.7118205989069061,0.1940145119215756,0.2607045464539719
arm5_weak_actuator,push_to_zone,latency_load,23021,v2_full,True,True,1.0,0.00694158572489104,0.00694158572489104,0.0008996945851709313,720,720,0,False,,2ebd5a46a509772b,0.5618551300577912,0.2081063055992886,34.84693998429073,0,0,0,0,True,True,49,16,33,234,0.0,0.7948717948717948,29,0.18674100547130382,0.81298379679681,0.19858628443378173,0.3166665336315515
arm5_weak_actuator,push_to_zone,latency_load,23022,v2_full,True,True,1.0,0.004651920088506453,0.004651920088506453,0.0015228177254707916,720,720,0,False,,2ebd5a46a509772b,0.5442156596792316,0.20333114278719955,33.52760141559911,0,0,0,0,True,True,36,10,26,227,0.0,0.7973568281938326,26,0.198545194031301,0.7859240715788504,0.19210165053605935,0.3345990495947331
arm5_weak_actuator,push_to_zone,latency_load,23023,v2_full,True,True,1.0,0.014937993622966415,0.014937993622966415,0.0005667430376974274,720,720,0,False,,2ebd5a46a509772b,0.6275406396971532,0.21493331157470943,35.297857742128144,0,0,0,0,True,True,54,12,42,240,0.0,0.8166666666666667,25,0.1803975033638403,0.7367103245203879,0.20503038803588697,0.33267918991623313
arm5_weak_actuator,push_to_zone,latency_load,23024,v2_full,True,True,1.0,0.018410738336948368,0.018410738336948368,0.0015193999365307254,720,720,0,False,,2ebd5a46a509772b,0.5338472371788852,0.20383237071347288,33.62552758733788,0,0,0,0,True,True,57,11,46,282,0.0,0.8475177304964538,25,0.17648062566343176,0.7350504391718534,0.19463288437404774,0.29540876654272186
arm5_weak_actuator,push_to_zone,severe,23001,v2_full,False,False,0.0,0.21841401376681163,0.21841401376681163,1.4459174501708219e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4489298859066495,0.22871742109343057,158.58398788356465,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23002,v2_full,False,False,0.0,0.20910300490965275,0.20910300490965275,4.58255212382406e-09,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4065052715009094,0.22310238814591374,159.18864780624136,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23003,v2_full,False,False,0.0,0.20682962861230764,0.20682962861230764,2.6639859572893226e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4142247571837441,0.22243857856666968,162.3015925726736,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23004,v2_full,False,False,0.0,0.20434117447282513,0.20434117447282513,1.435786437620666e-07,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.45482647862384784,0.22674941111106417,161.5607322241007,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23005,v2_full,False,False,0.0,0.20524698266830677,0.20524698266830677,7.979701969117972e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.46562260425775115,0.2286618120914476,158.3994407102477,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23006,v2_full,False,False,0.0,0.2046157484901129,0.2046157484901129,3.8199453054620586e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.44323256239057063,0.22783286323893034,157.28325159731264,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23007,v2_full,False,False,0.0,0.1973957550980339,0.1973957550980339,2.108664358641268e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5057955639801377,0.23073608617823602,162.52164535628413,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23008,v2_full,False,False,0.0,0.18352064475542895,0.18352064475542895,5.5552522669415916e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4923883150053001,0.23307347279558507,154.30456038364244,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23009,v2_full,False,False,0.0,0.18704132872013637,0.18704132872013637,3.9393173709300865e-09,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4684261893694912,0.23219297053951393,153.7427565764024,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23010,v2_full,False,False,0.0,0.21271575551936403,0.21271575551936403,6.872738880815474e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5248969231865952,0.2359240194117969,157.4734774909356,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23011,v2_full,False,False,0.0,0.1521700452959662,0.1521700452959662,6.831978574060427e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5575848342134386,0.24048519468915988,150.85433319241,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23012,v2_full,False,False,0.0,0.19426830398978007,0.19426830398978007,2.916039896235858e-11,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5029934846134787,0.23488247765529932,155.0933112094586,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23013,v2_full,False,False,0.0,0.2058308857246599,0.2058308857246599,5.0747587637140085e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.45185920235288046,0.2271617597613314,159.6315300268162,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23014,v2_full,False,False,0.0,0.19467485610182184,0.19467485610182184,1.705879615463547e-07,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4533260588218724,0.2268983137311197,159.329207282794,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23015,v2_full,False,False,0.0,0.19722215357484685,0.19722215357484685,4.814525854477324e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.5270963507189901,0.23960697686232646,152.67298518727065,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23016,v2_full,False,False,0.0,0.18087534268304506,0.18087534268304506,2.2894991035671474e-08,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4798542440432003,0.2313857667939656,156.0737865439384,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23017,v2_full,False,False,0.0,0.21825275033692823,0.21825275033692823,1.1893178252198998e-07,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.518496379695069,0.236120872998965,156.91375290636324,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
arm5_weak_actuator,push_to_zone,severe,23018,v2_full,False,False,0.0,0.17664886346700956,0.17664886346700956,0.09571331197323968,720,135,0,True,stage_timeout,2ebd5a46a509772b,0.4674243200849575,0.23544074229030412,145.6247403392215,0,0,0,0,False,False,0,0,0,0,0.0,0.0,0,0.0,0.0,nan,nan
